"id","order_id","product_id","product_name","quantity","unit_price","line_total","created_at","updated_at"
"85b7ecb2-7137-43af-9182-3efde09d984e","c0a3135e-928e-4285-8916-e1f7ed71e04b","p020","GAC water 3ml","1.00","15.00","15.00","""2026-03-21T17:27:18.086Z""","""2026-03-21T17:27:18.086Z"""
"876881a0-7190-4116-9113-9a9fdbda7c68","387da382-1cae-4e68-a960-1241775d3493","p042","Melanotan II 10mg","1.00","40.00","40.00","""2026-03-20T22:56:00.982Z""","""2026-03-20T22:56:00.982Z"""
"89ef88c5-a115-4234-875b-cfac34252924","83a3d960-ba23-47a3-883c-ed6883ab9d27","prod-65919695","Semaglutide 20mg","1.00","70.00","70.00","""2026-04-02T16:46:03.959Z""","""2026-04-02T16:46:03.959Z"""
"8bc8ee9f-0dde-4345-977d-fc441db95371","cf6314ad-7e40-4b9a-bf6f-0d95d4db46ca","p019","BAC water 10ml","2.00","25.00","50.00","""2026-03-18T20:20:09.029Z""","""2026-03-18T20:20:09.029Z"""
"8cf64259-631a-473e-93a5-e71e30d95d3c","af9e5b89-b039-4746-93be-5e2c9cf2dddd","p123","BPC 157 500mcg Tablets","1.00","55.00","55.00","""2026-03-18T20:20:09.007Z""","""2026-03-18T20:20:09.007Z"""
"8d44651d-6383-4895-a753-af7a82c689e7","4e4a3e91-871e-4486-8b8e-828a75cd40f1","p008","Tirzepatide 100mg","1.00","220.00","220.00","""2026-03-29T13:30:58.346Z""","""2026-03-29T13:30:58.346Z"""
"8d5f8471-1156-4815-b603-834aca5ed418","c0a3135e-928e-4285-8916-e1f7ed71e04b","p126","Orforglipron 12mg","1.00","130.00","130.00","""2026-03-21T17:27:18.086Z""","""2026-03-21T17:27:18.086Z"""
"8f70d9b3-ac64-45b4-b57b-412667c1acea","83a3d960-ba23-47a3-883c-ed6883ab9d27","p024","HGH 10IU","1.00","50.00","50.00","""2026-04-02T16:46:03.959Z""","""2026-04-02T16:46:03.959Z"""
"8fed822a-55d3-499b-8924-3f7b9a8e5ee7","17b2c399-9bba-4740-8b1e-751b5baaa252","p079","GHK-CU 50mg","1.00","40.00","40.00","""2026-03-21T13:13:46.402Z""","""2026-03-21T13:13:46.402Z"""
"90387808-fe33-4ddd-8d8d-ce823efa2c68","56b0fc96-fb0a-4894-90e6-b0155adc13b2","p084","KPV 10mg","1.00","60.00","60.00","""2026-03-25T14:56:25.607Z""","""2026-03-25T14:56:25.607Z"""
"922ad84c-4ab2-4dd6-991d-ba0a1c895187","7afcf931-ee91-4892-9f9a-aaf8b254e5d5","p051","Mots-C 10mg","1.00","55.00","55.00","""2026-03-27T17:00:58.988Z""","""2026-03-27T17:00:58.988Z"""
"954155c8-bd14-4ba7-b09c-9f42adb932b3","208c5098-466d-41e8-9f75-0218fbf1db3f","p026","5-Amino-1MQ 50mg","5.00","75.00","375.00","""2026-03-18T20:20:09.013Z""","""2026-03-18T20:20:09.013Z"""
"955e7ade-bd21-4656-80a2-720f39f892c1","3bd9eefd-7e2a-4e5c-9b4e-b1cff3038cf4","p079","GHK-CU 50mg","1.00","40.00","40.00","""2026-03-18T20:20:08.891Z""","""2026-03-18T20:20:08.891Z"""
"95ced84f-5d1e-43de-8ae3-d1133c853ee2","f7ad2e8d-85c8-40f5-b209-089b571acdad","p014","Cagrilintide 5mg","1.00","90.00","90.00","""2026-03-30T19:37:22.989Z""","""2026-03-30T19:37:22.989Z"""
"99ed38ea-63b0-4a60-b46f-7880dc00e183","bd3ef131-5462-4867-b158-096b0ab8ccf3","prod-2e18be5a","Semaglutide 5mg","1.00","40.00","40.00","""2026-04-01T10:37:35.714Z""","""2026-04-01T10:37:35.714Z"""
"9a8f5aa9-78bd-48fc-95ed-e8c2d43d157b","387da382-1cae-4e68-a960-1241775d3493","p012","Retatrutide 40mg","1.00","165.00","165.00","""2026-03-20T22:56:00.982Z""","""2026-03-20T22:56:00.982Z"""
"9b7a9ae6-a25a-451f-8c5b-44bd96e83645","d9eff3e7-6d9b-4aac-a009-c49b0299b99c","p007","Tirzepatide 60mg","0.50","135.00","67.50","""2026-03-20T07:44:55.354Z""","""2026-03-20T07:44:55.354Z"""
"9f42fbab-0a7d-46f2-9914-2130bd49be3a","7522e0b8-cf16-40ef-aff9-9b3180098433","p007","Tirzepatide 60mg","1.00","135.00","135.00","""2026-03-29T22:49:15.987Z""","""2026-03-29T22:49:15.987Z"""
"a08a36fb-6ee1-4f69-a75d-30f31ee91553","c0a3135e-928e-4285-8916-e1f7ed71e04b","p072","BPC 10mg / TB4 10mg Blend","1.00","135.00","135.00","""2026-03-21T17:27:18.086Z""","""2026-03-21T17:27:18.086Z"""
"a4ec4060-66cd-4b3c-9e70-d6f481d032fb","3bd9eefd-7e2a-4e5c-9b4e-b1cff3038cf4","p049","Tesamorelin 10mg","1.00","125.00","125.00","""2026-03-18T20:20:08.891Z""","""2026-03-18T20:20:08.891Z"""
"a99a00ca-f152-4abc-865b-053374a10ed1","6493de23-d80d-4537-b304-cbebf95d59d6","p106","Vesugen 20mg","1.00","120.00","120.00","""2026-03-22T13:46:23.941Z""","""2026-03-22T13:46:23.941Z"""
"a9a650e4-058f-44e0-b639-6b833476eea5","b3a84822-5580-47c7-bfe0-7b61f1908c05","","Tirzepatide 15mg","1.00","80.00","80.00","""2026-03-19T17:01:58.219Z""","""2026-03-19T17:01:58.219Z"""
"aa1f153a-64f1-4d47-b88a-2de372977fcd","bd3ef131-5462-4867-b158-096b0ab8ccf3","p078","GHK-CU 100mg","1.00","51.00","51.00","""2026-04-01T10:37:35.714Z""","""2026-04-01T10:37:35.714Z"""
"ab89def7-9a61-43e5-960b-be043b8fe472","17b2c399-9bba-4740-8b1e-751b5baaa252","p006","Tirzepatide 45mg","1.00","115.00","115.00","""2026-03-21T13:13:46.402Z""","""2026-03-21T13:13:46.402Z"""
"ad3c53c6-dad3-4722-8bb2-9c0ade59309f","b096c66d-5870-4010-9511-45e13727908c","p019","BAC water 10ml","3.00","25.00","75.00","""2026-03-18T20:20:08.995Z""","""2026-03-18T20:20:08.995Z"""
"ad6c7a90-9746-4649-960d-ade89c88a436","bd3ef131-5462-4867-b158-096b0ab8ccf3","p010","Retatrutide 20mg","1.00","120.00","120.00","""2026-04-01T10:37:35.714Z""","""2026-04-01T10:37:35.714Z"""
"ae9a0b32-7b03-4d6b-8bb4-8dd0af82a0bd","b3a84822-5580-47c7-bfe0-7b61f1908c05","","Tirzepatide 20mg","0.50","85.00","42.50","""2026-03-19T17:01:58.219Z""","""2026-03-19T17:01:58.219Z"""
"af320667-dcdb-44c9-b2a1-8dad0ab32601","c427c53f-7a6f-4f99-87c4-e9e6224a68f7","p079","GHK-CU 50mg","1.00","40.00","40.00","""2026-03-22T21:07:38.412Z""","""2026-03-22T21:07:38.412Z"""
"b00694e5-b46b-4435-a472-e7f83ce762b4","ef424a02-1925-4f55-949b-4b714f5c7cbc","p084","KPV 10mg","1.00","60.00","60.00","""2026-03-28T19:56:43.782Z""","""2026-03-28T19:56:43.782Z"""
"b1bdf655-d94c-485a-8b78-5bf13e5badc4","fb87ced5-8e31-4eaf-a3cd-64cba23b3188","","KPV & GHK-CU Blend","1.00","110.00","110.00","""2026-03-20T12:38:49.837Z""","""2026-03-20T12:38:49.837Z"""
"b28a9f73-503f-4bc3-a484-6dcbd088cee8","6005ce00-0b76-4cc5-80ee-3597213a8c66","p007","Tirzepatide 60mg","1.00","135.00","135.00","""2026-03-22T21:00:02.841Z""","""2026-03-22T21:00:02.841Z"""
"b3778781-845f-4f02-a6f7-af1715862519","1c6f6f7f-e7bd-4124-bc95-87988338970c","p002","Tirzepatide 10mg","1.00","65.00","65.00","""2026-03-20T11:32:21.578Z""","""2026-03-20T11:32:21.578Z"""
"b3fef3bf-e02e-4b73-ae6a-b59fff8a27fc","8fee86d5-5f56-462a-bc6f-354c2bcdc90e","p011","Retatrutide 30mg","5.00","155.00","775.00","""2026-04-01T14:14:29.360Z""","""2026-04-01T14:14:29.360Z"""
"b6bfb637-30bb-4e5b-b7c6-2daaa13c9699","f68aa4a8-ff01-405f-bcc0-963f4e8de0c7","p109","Cartalax 20mg","1.50","120.00","180.00","""2026-03-18T20:20:08.883Z""","""2026-03-18T20:20:08.883Z"""
"b79637e8-d8cf-4282-9bcd-7ee4a5694278","56b0fc96-fb0a-4894-90e6-b0155adc13b2","p055","SS-31 30mg","1.00","155.00","155.00","""2026-03-25T14:56:25.607Z""","""2026-03-25T14:56:25.607Z"""
"b87241c2-7953-47fc-8beb-146c75203367","cf6314ad-7e40-4b9a-bf6f-0d95d4db46ca","p008","Tirzepatide 100mg","1.00","220.00","220.00","""2026-03-18T20:20:09.029Z""","""2026-03-18T20:20:09.029Z"""
"ba6acb00-4d97-43d3-b3b6-a32851f2ef18","03a194ac-176f-45d5-9f81-6a28e7f17c0c","p007","Tirzepatide 60mg","1.00","135.00","135.00","""2026-03-30T15:48:06.049Z""","""2026-03-30T15:48:06.049Z"""
"bbde5f9f-19b4-46f0-9556-a14118bc8cfe","8fee86d5-5f56-462a-bc6f-354c2bcdc90e","p072","BPC 10mg / TB4 10mg Blend","3.00","135.00","405.00","""2026-04-01T14:14:29.360Z""","""2026-04-01T14:14:29.360Z"""
"be57be9c-a1d2-4cef-aa5d-efe00cffef89","8fee86d5-5f56-462a-bc6f-354c2bcdc90e","p049","Tesamorelin 10mg","1.00","125.00","125.00","""2026-04-01T14:14:29.360Z""","""2026-04-01T14:14:29.360Z"""
"befb8340-265b-4cc0-bdf7-4608633e239d","c675f7ec-5f9d-436a-afbd-fff7a1d4621a","p076","Tesa 10mg / Ipa 3mg Blend","1.00","165.00","165.00","""2026-03-18T20:20:08.965Z""","""2026-03-18T20:20:08.965Z"""
"bf3d3767-ec67-4427-bd1f-f7b7bb2e4564","b0ca116d-aaea-4b84-9ae0-8cac8ad64280","p089","KLOW (TB 10mg + BPC 10mg + KPV 10mg + GHK 50mg)","1.00","160.00","160.00","""2026-04-01T13:02:52.991Z""","""2026-04-01T13:02:52.991Z"""
"c0f12a5c-256c-4a45-9f3a-c583fe097514","03a194ac-176f-45d5-9f81-6a28e7f17c0c","p063","Na Semax","1.00","70.00","70.00","""2026-03-30T15:48:06.049Z""","""2026-03-30T15:48:06.049Z"""
"c0fe8023-9dd7-457a-83ff-ce937784b370","03a194ac-176f-45d5-9f81-6a28e7f17c0c","p084","KPV 10mg","1.00","60.00","60.00","""2026-03-30T15:48:06.049Z""","""2026-03-30T15:48:06.049Z"""
"c11a01e6-ffbf-4cc4-ba22-3c773505cb1c","c67237d3-15ca-4487-b138-43c30d2e1df0","p019","BAC water 10ml","1.00","25.00","25.00","""2026-03-18T20:20:08.877Z""","""2026-03-18T20:20:08.877Z"""
"c1cbc7c9-b3c3-41e3-805a-754136caa366","03a194ac-176f-45d5-9f81-6a28e7f17c0c","p055","SS-31 30mg","0.50","155.00","77.50","""2026-03-30T15:48:06.049Z""","""2026-03-30T15:48:06.049Z"""
"c37a4dee-9026-4e05-a4d4-f23544535345","c0a3135e-928e-4285-8916-e1f7ed71e04b","p007","Tirzepatide 60mg","1.00","135.00","135.00","""2026-03-21T17:27:18.086Z""","""2026-03-21T17:27:18.086Z"""
"c4b7bd2e-a796-4754-beb8-dbf38afe4a7e","f5fb9f44-af87-40fc-b265-b91138f1f172","p055","SS-31 30mg","0.50","155.00","77.50","""2026-03-18T20:20:09.040Z""","""2026-03-18T20:20:09.040Z"""
"c55b6727-95dd-4d29-a2fe-b90f74fc3a4a","af9e5b89-b039-4746-93be-5e2c9cf2dddd","p055","SS-31 30mg","1.00","155.00","155.00","""2026-03-18T20:20:09.007Z""","""2026-03-18T20:20:09.007Z"""
"c66090a8-47f2-4940-ad1a-fe5b037ca8a9","9ece120d-7dbc-4009-ae0c-658d3d58b3d5","p078","GHK-CU 100mg","0.50","51.00","25.50","""2026-03-21T06:31:03.403Z""","""2026-03-21T06:31:03.403Z"""
"c74a1076-84f6-41f3-8625-5105daff5647","bfd2166a-c2df-46bd-a127-570af936afc7","p046","Tesa / IPA / CJC No DAC 6/3/3mg","2.00","130.00","260.00","""2026-03-18T20:20:08.983Z""","""2026-03-18T20:20:08.983Z"""
"c9dfdf86-0941-4995-9523-eac8f2306b55","17b2c399-9bba-4740-8b1e-751b5baaa252","p089","KLOW (TB10+BPC10+KPV10+GHK50)","0.50","160.00","80.00","""2026-03-21T13:13:46.402Z""","""2026-03-21T13:13:46.402Z"""
"cf78eb65-acdf-4af9-83c5-4f96bdb43344","c427c53f-7a6f-4f99-87c4-e9e6224a68f7","p030","BPC 157 10mg","1.00","45.00","45.00","""2026-03-22T21:07:38.412Z""","""2026-03-22T21:07:38.412Z"""
"cfda829d-bc71-40f7-87b3-36ccbd1a20cd","c67237d3-15ca-4487-b138-43c30d2e1df0","p054","SS-31 10mg","1.00","75.00","75.00","""2026-03-18T20:20:08.877Z""","""2026-03-18T20:20:08.877Z"""
"d16aa82d-4929-4c7f-9902-2d0036735250","c67237d3-15ca-4487-b138-43c30d2e1df0","p068","Snap-8 10mg","1.00","40.00","40.00","""2026-03-18T20:20:08.877Z""","""2026-03-18T20:20:08.877Z"""
"d1d90f08-f521-4028-a09e-c163006263c6","e00b0557-6024-42ab-826c-31d5da1e3674","p024","HGH 10IU","1.00","50.00","50.00","""2026-03-18T20:20:09.091Z""","""2026-03-18T20:20:09.091Z"""
"d250f872-21ae-4a0a-aac3-f6e1fecfd59d","3bd9eefd-7e2a-4e5c-9b4e-b1cff3038cf4","p036","Fragment 176-191 5mg","1.00","75.00","75.00","""2026-03-18T20:20:08.891Z""","""2026-03-18T20:20:08.891Z"""
"d5bb55c5-c22f-49ab-8e06-98580f777558","f26795ea-efe8-45fb-9cee-f80d3c69f704","p005","Tirzepatide 30mg","1.00","90.00","90.00","""2026-03-19T21:33:23.165Z""","""2026-03-19T21:33:23.165Z"""
"d6866044-f244-4769-8715-aeae932d44ce","56b0fc96-fb0a-4894-90e6-b0155adc13b2","p043","Melanotan I 10mg","1.00","50.00","50.00","""2026-03-25T14:56:25.607Z""","""2026-03-25T14:56:25.607Z"""
"d82cf5ba-6802-43f8-a242-6fdffc527738","03a194ac-176f-45d5-9f81-6a28e7f17c0c","p031","BPC 157 40mg","1.00","160.00","160.00","""2026-03-30T15:48:06.049Z""","""2026-03-30T15:48:06.049Z"""
"daec921f-d073-4560-a34b-0d214982dfd5","56b0fc96-fb0a-4894-90e6-b0155adc13b2","p119","GHK-CU 10g Raw","1.00","85.00","85.00","""2026-03-25T14:56:25.607Z""","""2026-03-25T14:56:25.607Z"""
"dd4753e1-9444-43c4-a449-9f69586c7265","83a3d960-ba23-47a3-883c-ed6883ab9d27","p078","GHK-CU 100mg","2.00","51.00","102.00","""2026-04-02T16:46:03.959Z""","""2026-04-02T16:46:03.959Z"""
"e010074b-c51b-4b47-9081-dce4bccb89e3","a22f7966-b42d-4cab-81c3-c94983f0e590","p078","GHK-CU 100mg","1.00","51.00","51.00","""2026-03-18T20:20:09.102Z""","""2026-03-18T20:20:09.102Z"""
"e14fdd84-6af7-4361-829b-2b61968bc1fe","8fee86d5-5f56-462a-bc6f-354c2bcdc90e","p084","KPV 10mg","1.00","60.00","60.00","""2026-04-01T14:14:29.360Z""","""2026-04-01T14:14:29.360Z"""
"e1ce8621-68e9-4ace-96e7-ba47d50e7760","fb87ced5-8e31-4eaf-a3cd-64cba23b3188","","Tirzepatide 60mg","2.00","135.00","270.00","""2026-03-20T12:38:49.837Z""","""2026-03-20T12:38:49.837Z"""
"e2eb828f-bf4c-42c8-be6a-e70360def5b8","03a194ac-176f-45d5-9f81-6a28e7f17c0c","p052","Mots-C 20mg","0.50","95.00","47.50","""2026-03-30T15:48:06.049Z""","""2026-03-30T15:48:06.049Z"""
"e36a1cce-27f9-430e-a813-6c1924283b63","83a3d960-ba23-47a3-883c-ed6883ab9d27","p102","Cerebrolysin 30mg GMP 10ml 10vials","1.00","45.00","45.00","""2026-04-02T16:46:03.959Z""","""2026-04-02T16:46:03.959Z"""
"e3a3b763-3ca4-46dd-a443-3c2ebdc8ed8d","d9eff3e7-6d9b-4aac-a009-c49b0299b99c","p005","Tirzepatide 30mg","1.00","90.00","90.00","""2026-03-20T07:44:55.354Z""","""2026-03-20T07:44:55.354Z"""
"e4611f37-a713-4cf5-a0df-c8d59e8553db","0581d320-40f1-40e7-9adb-cd05ffaabda1","p106","Vesugen 20mg","1.00","120.00","120.00","""2026-03-18T20:20:09.024Z""","""2026-03-18T20:20:09.024Z"""
"e4e7f8f8-ed4a-473b-bf53-5e836cb66029","3bd9eefd-7e2a-4e5c-9b4e-b1cff3038cf4","p006","Tirzepatide 45mg","1.00","115.00","115.00","""2026-03-18T20:20:08.891Z""","""2026-03-18T20:20:08.891Z"""
"e58ac979-0245-4033-89e9-87ed691f622b","6005ce00-0b76-4cc5-80ee-3597213a8c66","p026","5-Amino-1MQ 50mg","1.00","75.00","75.00","""2026-03-22T21:00:02.841Z""","""2026-03-22T21:00:02.841Z"""
"e5e2c845-40c5-4dba-9fdf-20782ded27fb","8fee86d5-5f56-462a-bc6f-354c2bcdc90e","p053","Mots-C 40mg","4.00","160.00","640.00","""2026-04-01T14:14:29.360Z""","""2026-04-01T14:14:29.360Z"""
"e6122e77-5fa3-4f2e-b478-84095e44c46d","8fee86d5-5f56-462a-bc6f-354c2bcdc90e","p124","KPV 500mcg Tablets","1.00","55.00","55.00","""2026-04-01T14:14:29.360Z""","""2026-04-01T14:14:29.360Z"""
"e67e0821-3cf1-46a7-946c-1c0b72c308d2","6f6de2e0-09fd-4ba9-a538-07683263fd23","","Retatrutide 30mg","2.00","155.00","310.00","""2026-03-19T15:35:27.558Z""","""2026-03-19T15:35:27.558Z"""
"e77d818e-da42-497d-8b7f-2c176c060865","b0ca116d-aaea-4b84-9ae0-8cac8ad64280","p052","Mots-C 20mg","1.00","95.00","95.00","""2026-04-01T13:02:52.991Z""","""2026-04-01T13:02:52.991Z"""
"e7be1c54-2aab-4b0d-ae9a-86d67bbc570d","05edc6e3-04b1-4487-bdda-898348202bfb","p013","Retatrutide 50mg","1.00","205.00","205.00","""2026-04-01T01:09:58.284Z""","""2026-04-01T01:09:58.284Z"""
"e7fb87d0-b18b-4b50-915c-33c19c0c11fd","7c4198b0-56ca-4561-a79e-9b04debe3cf9","","Tirzepatide 15mg","1.00","80.00","80.00","""2026-03-19T17:02:22.408Z""","""2026-03-19T17:02:22.408Z"""
"e8002e9d-0d34-4421-889d-cf37e568ccec","c67237d3-15ca-4487-b138-43c30d2e1df0","p005","Tirzepatide 30mg","1.00","90.00","90.00","""2026-03-18T20:20:08.877Z""","""2026-03-18T20:20:08.877Z"""
"ed15f7e7-bb36-4987-b687-41a70709d565","7d6339fe-0e7e-4f13-a613-9964a321e863","p119","GHK-CU 10g Raw","1.00","85.00","85.00","""2026-03-18T20:20:09.086Z""","""2026-03-18T20:20:09.086Z"""
"ee6a585d-3bf9-4f79-895f-b1303c6406af","83a3d960-ba23-47a3-883c-ed6883ab9d27","p012","Retatrutide 40mg","2.00","165.00","330.00","""2026-04-02T16:46:03.959Z""","""2026-04-02T16:46:03.959Z"""
"efa036d2-100c-44ea-9e80-4d7ea082480f","3b7280a7-b855-489a-b9d1-b2f03e5f3d0b","p109","Cartalax 20mg","1.00","120.00","120.00","""2026-03-29T15:20:55.310Z""","""2026-03-29T15:20:55.310Z"""
"f026ec8c-bc6a-4dd9-b16b-087a9407fd86","3bd9eefd-7e2a-4e5c-9b4e-b1cff3038cf4","p012","Retatrutide 40mg","2.00","165.00","330.00","""2026-03-18T20:20:08.891Z""","""2026-03-18T20:20:08.891Z"""
"f1b3bbca-b96c-4091-ab6d-4d78887de6bc","3b7280a7-b855-489a-b9d1-b2f03e5f3d0b","p030","BPC 157 10mg","1.00","45.00","45.00","""2026-03-29T15:20:55.310Z""","""2026-03-29T15:20:55.310Z"""
"f3ca65c8-340b-44c7-a344-3d2f199d752c","af9e5b89-b039-4746-93be-5e2c9cf2dddd","p078","GHK-CU 100mg","1.00","51.00","51.00","""2026-03-18T20:20:09.007Z""","""2026-03-18T20:20:09.007Z"""
"f3fbba4f-7b22-49db-961c-4b28a2d8fa63","cf6314ad-7e40-4b9a-bf6f-0d95d4db46ca","p061","Semax 10mg","0.50","55.00","27.50","""2026-03-18T20:20:09.029Z""","""2026-03-18T20:20:09.029Z"""
"f625774e-90be-4121-814e-39a14a04ac60","bfd2166a-c2df-46bd-a127-570af936afc7","p050","Tesamorelin 20mg","1.00","220.00","220.00","""2026-03-18T20:20:08.983Z""","""2026-03-18T20:20:08.983Z"""
"f7112ec8-0fff-4529-8ae0-7931f4fcc4cc","c427c53f-7a6f-4f99-87c4-e9e6224a68f7","p012","Retatrutide 40mg","2.00","165.00","330.00","""2026-03-22T21:07:38.412Z""","""2026-03-22T21:07:38.412Z"""
"f77bc207-ff82-4750-b96e-9fcc67071932","fb87ced5-8e31-4eaf-a3cd-64cba23b3188","","GHK-CU 100mg","3.00","51.00","153.00","""2026-03-20T12:38:49.837Z""","""2026-03-20T12:38:49.837Z"""
"f927dc94-fae2-4a22-bb3a-d413bca1333d","c427c53f-7a6f-4f99-87c4-e9e6224a68f7","p049","Tesamorelin 10mg","1.00","125.00","125.00","""2026-03-22T21:07:38.412Z""","""2026-03-22T21:07:38.412Z"""
"fad1f37d-1420-4b02-bf30-55ba43c615c5","2b5c150d-a993-40be-9e5a-8c284157a010","p080","NAD+ 500mg Buffer pH6-6.5","1.00","95.00","95.00","""2026-03-22T08:34:18.722Z""","""2026-03-22T08:34:18.722Z"""
"fb0bd80e-a024-46dd-b557-c97be6db9ca9","fb87ced5-8e31-4eaf-a3cd-64cba23b3188","","Retatrutide 40mg","2.00","165.00","330.00","""2026-03-20T12:38:49.837Z""","""2026-03-20T12:38:49.837Z"""
"fbb352ae-a1be-48cf-a7c2-d0925d65f546","17b2c399-9bba-4740-8b1e-751b5baaa252","p078","GHK-CU 100mg","0.50","51.00","25.50","""2026-03-21T13:13:46.402Z""","""2026-03-21T13:13:46.402Z"""
